"Chrom","Start","End","EnsID"
30,45736113,45737351,"ENSSTUG00000013874"
15,57717950,57726064,"ENSSTUG00000013875"
29,4285872,4288822,"ENSSTUG00000013876"
4,70893171,70905084,"ENSSTUG00000013877"
4,12067597,12069785,"ENSSTUG00000013878"
28,10585491,10586820,"ENSSTUG00000013879"
4,12076857,12080387,"ENSSTUG00000013880"
12,9832423,9848428,"ENSSTUG00000013881"
29,4360711,4421292,"ENSSTUG00000013882"
30,45737836,45742961,"ENSSTUG00000013883"
12,54469153,54519710,"ENSSTUG00000013884"
12,9851883,9856805,"ENSSTUG00000013885"
32,15891397,15898423,"ENSSTUG00000013886"
28,10605302,10605835,"ENSSTUG00000013887"
4,17946848,17990595,"ENSSTUG00000013888"
9,21252912,21306504,"ENSSTUG00000013889"
15,57730562,57766583,"ENSSTUG00000013890"
4,12103378,12110931,"ENSSTUG00000013891"
6,41772091,41775661,"ENSSTUG00000013892"
28,10743995,10744456,"ENSSTUG00000013893"
4,12163389,12213266,"ENSSTUG00000013894"
4,12208865,12216423,"ENSSTUG00000013895"
28,10815249,10819056,"ENSSTUG00000013896"
15,57881011,57915323,"ENSSTUG00000013897"
1,29948663,29953763,"ENSSTUG00000013898"
24,36125564,36126529,"ENSSTUG00000013899"
4,70931124,70966717,"ENSSTUG00000013900"
4,12248947,12274401,"ENSSTUG00000013901"
1,30012181,30015548,"ENSSTUG00000013902"
12,9858325,9859627,"ENSSTUG00000013903"
4,17977201,17978697,"ENSSTUG00000013904"
28,10824352,10828048,"ENSSTUG00000013905"
24,36128501,36130630,"ENSSTUG00000013906"
1,30017745,30055031,"ENSSTUG00000013907"
29,24313236,24322438,"ENSSTUG00000013908"
4,12290145,12435332,"ENSSTUG00000013909"
12,9860326,9864218,"ENSSTUG00000013910"
24,43207850,43278394,"ENSSTUG00000013911"
1,44315929,44337162,"ENSSTUG00000013912"
6,41798366,41805105,"ENSSTUG00000013913"
32,15895374,15896670,"ENSSTUG00000013914"
4,18033637,18091608,"ENSSTUG00000013915"
24,36136048,36138024,"ENSSTUG00000013916"
18,26859972,26895827,"ENSSTUG00000013917"
15,58066139,58101454,"ENSSTUG00000013918"
12,83306975,83313101,"ENSSTUG00000013919"
26,29573734,29757797,"ENSSTUG00000013920"
29,4506074,4597281,"ENSSTUG00000013921"
8,33062199,33070283,"ENSSTUG00000013922"
24,36141950,36152204,"ENSSTUG00000013923"
32,15899671,15903989,"ENSSTUG00000013924"
28,10832320,10848871,"ENSSTUG00000013925"
14,6468417,6469815,"ENSSTUG00000013926"
1,20537315,20619260,"ENSSTUG00000013927"
1,30078211,30083195,"ENSSTUG00000013928"
4,12468760,12481661,"ENSSTUG00000013929"
8,39683118,39695263,"ENSSTUG00000013930"
12,83342186,83356480,"ENSSTUG00000013931"
15,58082226,58082280,"ENSSTUG00000013932"
1,20552959,20557755,"ENSSTUG00000013933"
4,12505688,12518323,"ENSSTUG00000013934"
23,6147159,6159944,"ENSSTUG00000013935"
15,58134920,58158363,"ENSSTUG00000013936"
7,18046998,18130521,"ENSSTUG00000013937"
14,6560432,6561451,"ENSSTUG00000013938"
3,36183000,36221051,"ENSSTUG00000013939"
15,51188904,51257830,"ENSSTUG00000013940"
30,21017532,21040972,"ENSSTUG00000013941"
1,20622243,20664162,"ENSSTUG00000013942"
1,44446293,44448747,"ENSSTUG00000013943"
4,12528498,12620360,"ENSSTUG00000013944"
2,52282146,52302788,"ENSSTUG00000013945"
25,2501724,2505337,"ENSSTUG00000013946"
4,18149208,18396703,"ENSSTUG00000013947"
1,44463666,44484943,"ENSSTUG00000013948"
1,51877393,51881919,"ENSSTUG00000013949"
30,21058473,21062041,"ENSSTUG00000013950"
4,12591785,12671988,"ENSSTUG00000013951"
14,31119414,31124592,"ENSSTUG00000013952"
23,6165130,6178112,"ENSSTUG00000013953"
1,20689667,20693688,"ENSSTUG00000013954"
31,22460155,22495444,"ENSSTUG00000013955"
29,4608998,4617282,"ENSSTUG00000013956"
10,2291174,2320753,"ENSSTUG00000013957"
1,20694070,20703533,"ENSSTUG00000013958"
15,58362717,58367301,"ENSSTUG00000013959"
12,83391123,83408084,"ENSSTUG00000013960"
32,19819529,19850702,"ENSSTUG00000013961"
4,12597945,12610514,"ENSSTUG00000013962"
30,21081917,21091424,"ENSSTUG00000013963"
29,24323823,24324934,"ENSSTUG00000013964"
12,91006705,91031857,"ENSSTUG00000013965"
8,33071538,33072433,"ENSSTUG00000013966"
25,28984023,28992724,"ENSSTUG00000013967"
8,33079644,33080942,"ENSSTUG00000013968"
29,24328160,24361186,"ENSSTUG00000013969"
23,6178485,6198005,"ENSSTUG00000013970"
14,6565996,6621343,"ENSSTUG00000013971"
14,31137089,31166619,"ENSSTUG00000013972"
2,60579543,60598303,"ENSSTUG00000013973"
4,12675822,12855738,"ENSSTUG00000013974"
30,21127813,21135223,"ENSSTUG00000013975"
22,35878434,35882685,"ENSSTUG00000013976"
20,43324394,43326539,"ENSSTUG00000013977"
8,33091927,33099481,"ENSSTUG00000013978"
16,33447144,33466492,"ENSSTUG00000013979"
15,58397331,58404479,"ENSSTUG00000013980"
25,2509533,2577600,"ENSSTUG00000013981"
1,30083772,30118640,"ENSSTUG00000013982"
25,29048745,29056604,"ENSSTUG00000013983"
22,35887035,35921790,"ENSSTUG00000013984"
4,18213318,18479557,"ENSSTUG00000013985"
30,21141161,21143321,"ENSSTUG00000013986"
30,45746626,45748414,"ENSSTUG00000013987"
4,12689093,12831699,"ENSSTUG00000013988"
6,41836331,41887785,"ENSSTUG00000013989"
15,39512566,39534530,"ENSSTUG00000013990"
20,43365699,43408701,"ENSSTUG00000013991"
31,22097,36251,"ENSSTUG00000013992"
8,33103101,33112480,"ENSSTUG00000013993"
24,36249648,36249834,"ENSSTUG00000013994"
22,36163453,36254101,"ENSSTUG00000013995"
15,58419947,58422493,"ENSSTUG00000013996"
1,51887813,51888754,"ENSSTUG00000013997"
4,12922648,12928680,"ENSSTUG00000013998"
24,36256911,36275324,"ENSSTUG00000013999"
29,24366465,24376425,"ENSSTUG00000014000"
1,51889799,51894433,"ENSSTUG00000014001"
16,33478863,33485889,"ENSSTUG00000014002"
12,91160074,91354091,"ENSSTUG00000014003"
14,31204401,31206911,"ENSSTUG00000014004"
4,12930735,13102176,"ENSSTUG00000014005"
12,83470012,83473196,"ENSSTUG00000014006"
10,11985219,11990742,"ENSSTUG00000014007"
14,31229971,31232544,"ENSSTUG00000014008"
7,51356641,51360675,"ENSSTUG00000014009"
4,18528483,18569219,"ENSSTUG00000014010"
4,13023368,13072670,"ENSSTUG00000014011"
31,53443,59559,"ENSSTUG00000014012"
15,58445804,58497737,"ENSSTUG00000014013"
30,29504412,29607478,"ENSSTUG00000014014"
12,68525724,68530013,"ENSSTUG00000014015"
4,13032302,13072670,"ENSSTUG00000014016"
12,68531437,68548057,"ENSSTUG00000014017"
14,31278005,31279393,"ENSSTUG00000014018"
16,33491873,33493931,"ENSSTUG00000014019"
24,36292460,36292936,"ENSSTUG00000014020"
22,36261115,36321905,"ENSSTUG00000014021"
16,33515975,33517615,"ENSSTUG00000014022"
27,46270668,46297050,"ENSSTUG00000014023"
31,83090,89528,"ENSSTUG00000014024"
24,36453346,36472372,"ENSSTUG00000014025"
16,33521130,33525502,"ENSSTUG00000014026"
29,4704175,4765642,"ENSSTUG00000014027"
30,21206750,21226228,"ENSSTUG00000014028"
4,18588304,18812304,"ENSSTUG00000014029"
14,31285209,31302016,"ENSSTUG00000014030"
4,13127391,13248298,"ENSSTUG00000014031"
16,26882125,26895796,"ENSSTUG00000014032"
3,36220053,36222627,"ENSSTUG00000014033"
16,33542834,33545341,"ENSSTUG00000014034"
16,33569703,33586288,"ENSSTUG00000014035"
12,68556865,68569842,"ENSSTUG00000014036"
23,6205952,6207272,"ENSSTUG00000014037"
16,33587615,33603426,"ENSSTUG00000014038"
7,51360696,51375167,"ENSSTUG00000014039"
22,2556163,2727255,"ENSSTUG00000014040"
4,31797128,31870519,"ENSSTUG00000014041"
12,9870415,9872527,"ENSSTUG00000014042"
25,759638,761107,"ENSSTUG00000014043"
23,6213395,6219550,"ENSSTUG00000014044"
4,13232128,13332555,"ENSSTUG00000014045"
27,46326235,46386974,"ENSSTUG00000014046"
28,10854654,10869651,"ENSSTUG00000014047"
12,9893365,9933575,"ENSSTUG00000014048"
26,42718718,42719955,"ENSSTUG00000014049"
25,836776,850502,"ENSSTUG00000014050"
31,94030,101310,"ENSSTUG00000014051"
3,36277725,36323654,"ENSSTUG00000014052"
1,51905241,51911235,"ENSSTUG00000014053"
26,42727879,42728664,"ENSSTUG00000014054"
14,84390945,84399873,"ENSSTUG00000014055"
10,11990833,12014768,"ENSSTUG00000014056"
24,43283897,43328555,"ENSSTUG00000014057"
4,13298625,13303617,"ENSSTUG00000014058"
14,84403728,84409392,"ENSSTUG00000014059"
14,31305926,31318557,"ENSSTUG00000014060"
24,36482916,36487391,"ENSSTUG00000014061"
9,14639076,14656782,"ENSSTUG00000014062"
16,33606505,33617138,"ENSSTUG00000014063"
4,13345423,13367480,"ENSSTUG00000014064"
1,20703892,20719366,"ENSSTUG00000014065"
6,46155901,46160246,"ENSSTUG00000014066"
4,70966528,71009185,"ENSSTUG00000014067"
12,9948286,9957472,"ENSSTUG00000014068"
6,16421729,16473994,"ENSSTUG00000014069"
2,52461006,52789473,"ENSSTUG00000014070"
28,10083,26875,"ENSSTUG00000014071"
4,13536627,13542906,"ENSSTUG00000014072"
28,50290,51592,"ENSSTUG00000014073"
6,46161128,46171671,"ENSSTUG00000014074"
31,108189,109445,"ENSSTUG00000014075"
4,13555993,13562039,"ENSSTUG00000014076"
4,18857192,18858423,"ENSSTUG00000014077"
20,43445235,43462081,"ENSSTUG00000014078"
31,240249,242986,"ENSSTUG00000014079"
23,6229177,6281617,"ENSSTUG00000014080"
6,46191349,46192252,"ENSSTUG00000014081"
14,84419609,84449939,"ENSSTUG00000014082"
1,51911939,51945941,"ENSSTUG00000014083"
6,46193668,46207244,"ENSSTUG00000014084"
4,18871359,18882708,"ENSSTUG00000014085"
6,46221720,46223872,"ENSSTUG00000014086"
28,10889656,10910953,"ENSSTUG00000014087"
4,18900551,18917208,"ENSSTUG00000014088"
14,31322275,31402192,"ENSSTUG00000014089"
19,24842988,25003648,"ENSSTUG00000014090"
6,46228949,46229774,"ENSSTUG00000014091"
28,10929808,10930338,"ENSSTUG00000014092"
26,42749718,42872933,"ENSSTUG00000014093"
4,18913485,18999465,"ENSSTUG00000014094"
25,876757,971238,"ENSSTUG00000014095"
12,7120342,7181918,"ENSSTUG00000014096"
6,46243740,46249115,"ENSSTUG00000014097"
19,25014563,25016058,"ENSSTUG00000014098"
28,10952755,10961257,"ENSSTUG00000014099"
2,60586782,60600566,"ENSSTUG00000014100"
7,51375940,51397524,"ENSSTUG00000014101"
2,62450654,62471723,"ENSSTUG00000014102"
8,33112547,33115570,"ENSSTUG00000014103"
4,18961163,18991034,"ENSSTUG00000014104"
22,13252032,13257496,"ENSSTUG00000014105"
19,25025598,25030051,"ENSSTUG00000014106"
6,46337690,46339053,"ENSSTUG00000014107"
25,29060732,29062444,"ENSSTUG00000014108"
8,33116317,33126388,"ENSSTUG00000014109"
25,29084731,29086713,"ENSSTUG00000014110"
4,18999760,19001063,"ENSSTUG00000014111"
29,19169871,19182444,"ENSSTUG00000014112"
2,60603027,60603155,"ENSSTUG00000014113"
1,20728691,20749563,"ENSSTUG00000014114"
25,29103387,29137127,"ENSSTUG00000014115"
4,19006295,19024794,"ENSSTUG00000014116"
7,51398618,51415915,"ENSSTUG00000014117"
2,60605067,60607405,"ENSSTUG00000014118"
10,12014895,12034464,"ENSSTUG00000014119"
6,46358209,46382943,"ENSSTUG00000014120"
25,29142184,29199056,"ENSSTUG00000014121"
12,83477717,83484947,"ENSSTUG00000014122"
19,35788265,35820764,"ENSSTUG00000014123"
22,13258649,13265415,"ENSSTUG00000014124"
29,19188056,19188805,"ENSSTUG00000014125"
4,31876395,31946691,"ENSSTUG00000014126"
4,71010140,71010238,"ENSSTUG00000014127"
33,18392337,18409452,"ENSSTUG00000014128"
29,19191218,19199132,"ENSSTUG00000014129"
4,71010349,71018180,"ENSSTUG00000014130"
4,19008570,19028498,"ENSSTUG00000014131"
7,51430422,51440229,"ENSSTUG00000014132"
33,18419052,18424559,"ENSSTUG00000014133"
16,37870430,37874123,"ENSSTUG00000014134"
12,10365421,10440012,"ENSSTUG00000014135"
29,19218699,19260775,"ENSSTUG00000014136"
12,83490684,83492893,"ENSSTUG00000014137"
16,38228540,38489321,"ENSSTUG00000014138"
4,19020759,19021582,"ENSSTUG00000014139"
2,73379045,73380670,"ENSSTUG00000014140"
2,73395429,73396852,"ENSSTUG00000014141"
4,19027962,19030709,"ENSSTUG00000014142"
7,44173450,44175658,"ENSSTUG00000014143"
2,73438263,73439357,"ENSSTUG00000014144"
33,18434553,18437449,"ENSSTUG00000014145"
3,56233787,56236406,"ENSSTUG00000014146"
2,73477170,73649511,"ENSSTUG00000014147"
12,83494466,83495495,"ENSSTUG00000014148"
4,71010612,71010678,"ENSSTUG00000014149"
4,71011930,71012028,"ENSSTUG00000014150"
12,62827513,62831928,"ENSSTUG00000014151"
4,71013960,71014058,"ENSSTUG00000014152"
4,19030993,19057215,"ENSSTUG00000014153"
12,62895912,62898005,"ENSSTUG00000014154"
4,71014820,71014887,"ENSSTUG00000014155"
2,60615959,60621359,"ENSSTUG00000014156"
19,25038046,25075504,"ENSSTUG00000014157"
28,11025785,11137868,"ENSSTUG00000014158"
4,71016303,71016370,"ENSSTUG00000014159"
25,999660,1254662,"ENSSTUG00000014160"
4,71016668,71016735,"ENSSTUG00000014161"
16,38495936,38498122,"ENSSTUG00000014162"
7,44197525,44225756,"ENSSTUG00000014163"
29,24377418,24398929,"ENSSTUG00000014164"
4,71021156,71022400,"ENSSTUG00000014165"
4,71023466,71026928,"ENSSTUG00000014166"
2,60630426,60644379,"ENSSTUG00000014167"
16,38500153,38501183,"ENSSTUG00000014168"
12,54539616,54540848,"ENSSTUG00000014169"
12,83499472,83532170,"ENSSTUG00000014170"
4,71028368,71081678,"ENSSTUG00000014171"
16,38503768,38514488,"ENSSTUG00000014172"
33,18436658,18441164,"ENSSTUG00000014173"
10,12025655,12025785,"ENSSTUG00000014174"
19,47975546,47996088,"ENSSTUG00000014175"
16,26895909,26900552,"ENSSTUG00000014176"
10,12035014,12041040,"ENSSTUG00000014177"
12,54549293,54555264,"ENSSTUG00000014178"
16,38516647,38530354,"ENSSTUG00000014179"
1,57435006,57436740,"ENSSTUG00000014180"
12,54554194,54554272,"ENSSTUG00000014181"
1,57437490,57439833,"ENSSTUG00000014182"
27,9281078,9281130,"ENSSTUG00000014183"
16,26919278,26972312,"ENSSTUG00000014184"
2,62473688,62504428,"ENSSTUG00000014185"
27,9304714,9310989,"ENSSTUG00000014186"
16,38584050,38609613,"ENSSTUG00000014187"
24,43345933,43358098,"ENSSTUG00000014188"
2,60646597,60686036,"ENSSTUG00000014189"
14,84473960,84484375,"ENSSTUG00000014190"
3,9220008,9254273,"ENSSTUG00000014191"
16,26925723,26932526,"ENSSTUG00000014192"
1,57440736,57445781,"ENSSTUG00000014193"
31,37731395,37749766,"ENSSTUG00000014194"
12,54555333,54555411,"ENSSTUG00000014195"
6,46380832,46444351,"ENSSTUG00000014196"
4,31953370,32018901,"ENSSTUG00000014197"
3,9259305,9262528,"ENSSTUG00000014198"
16,26979389,26981009,"ENSSTUG00000014199"
12,62980955,63159175,"ENSSTUG00000014200"
14,84492663,84496982,"ENSSTUG00000014201"
27,9320943,9322735,"ENSSTUG00000014202"
6,46425539,46514967,"ENSSTUG00000014203"
3,9364801,9392840,"ENSSTUG00000014204"
7,44248469,44365256,"ENSSTUG00000014205"
14,84502449,84504284,"ENSSTUG00000014206"
3,9413096,9414817,"ENSSTUG00000014207"
14,84517873,84519485,"ENSSTUG00000014208"
12,54562038,54583289,"ENSSTUG00000014209"
16,38638755,38809623,"ENSSTUG00000014210"
24,43359028,43364396,"ENSSTUG00000014211"
9,1149071,1190543,"ENSSTUG00000014212"
3,9430725,9456131,"ENSSTUG00000014213"
16,27054347,27071317,"ENSSTUG00000014214"
6,46454908,46459691,"ENSSTUG00000014215"
1,63395663,63400759,"ENSSTUG00000014216"
6,46470889,46471704,"ENSSTUG00000014217"
3,56243940,56248880,"ENSSTUG00000014218"
2,14108167,14110393,"ENSSTUG00000014219"
14,84526618,84544503,"ENSSTUG00000014220"
4,71082503,71082634,"ENSSTUG00000014221"
2,8990882,8992204,"ENSSTUG00000014222"
2,14116540,14146256,"ENSSTUG00000014223"
6,46477903,46483861,"ENSSTUG00000014224"
16,27072281,27086802,"ENSSTUG00000014225"
2,62527131,62537760,"ENSSTUG00000014226"
6,16482375,16602365,"ENSSTUG00000014227"
1,20846869,21102610,"ENSSTUG00000014228"
3,9458298,9481265,"ENSSTUG00000014229"
4,71110215,71471514,"ENSSTUG00000014230"
1,63431891,63433513,"ENSSTUG00000014231"
2,62546441,62550047,"ENSSTUG00000014232"
3,9497944,9499947,"ENSSTUG00000014233"
3,56248912,56261808,"ENSSTUG00000014234"
6,46529049,46539983,"ENSSTUG00000014235"
3,9503550,9505003,"ENSSTUG00000014236"
25,29209882,29308389,"ENSSTUG00000014237"
14,31374479,31380428,"ENSSTUG00000014238"
3,9516000,9520353,"ENSSTUG00000014239"
16,27089669,27097523,"ENSSTUG00000014240"
2,60688354,60696917,"ENSSTUG00000014241"
28,34818061,34854837,"ENSSTUG00000014242"
14,31409392,31426185,"ENSSTUG00000014243"
3,56262021,56276925,"ENSSTUG00000014244"
29,19261794,19286757,"ENSSTUG00000014245"
27,9323564,9391870,"ENSSTUG00000014246"
2,62571692,62581196,"ENSSTUG00000014247"
8,33133528,33141257,"ENSSTUG00000014248"
12,54661713,54674309,"ENSSTUG00000014249"
2,14146854,14161405,"ENSSTUG00000014250"
10,12043228,12061905,"ENSSTUG00000014251"
29,19287431,19291298,"ENSSTUG00000014252"
14,31427693,31434457,"ENSSTUG00000014253"
12,68595232,68600763,"ENSSTUG00000014254"
2,62582561,62608699,"ENSSTUG00000014255"
19,47996719,48045569,"ENSSTUG00000014256"
8,33141278,33145477,"ENSSTUG00000014257"
12,68621054,68632671,"ENSSTUG00000014258"
37,7661877,7686296,"ENSSTUG00000014259"
12,83534833,83542928,"ENSSTUG00000014260"
12,68639407,68644566,"ENSSTUG00000014261"
8,33153938,33202581,"ENSSTUG00000014262"
14,17997802,18081717,"ENSSTUG00000014263"
3,9535711,9764708,"ENSSTUG00000014264"
2,62625806,62628773,"ENSSTUG00000014265"
12,54676525,54706784,"ENSSTUG00000014266"
16,33620395,33685578,"ENSSTUG00000014267"
29,19293303,19307971,"ENSSTUG00000014268"
14,31435587,31441368,"ENSSTUG00000014269"
2,8995914,9091207,"ENSSTUG00000014270"
3,56302992,56326753,"ENSSTUG00000014271"
26,29763943,29765799,"ENSSTUG00000014272"
29,19332581,19349549,"ENSSTUG00000014273"
19,48010162,48027817,"ENSSTUG00000014274"
26,29781926,29792683,"ENSSTUG00000014275"
26,17538285,17539364,"ENSSTUG00000014276"
12,54715412,54718620,"ENSSTUG00000014277"
3,9893292,9919664,"ENSSTUG00000014278"
15,58503708,58512654,"ENSSTUG00000014279"
15,61652833,61771423,"ENSSTUG00000014280"
14,84547854,84574624,"ENSSTUG00000014281"
9,14659609,14662289,"ENSSTUG00000014282"
29,19362671,19390815,"ENSSTUG00000014283"
29,24404966,24410286,"ENSSTUG00000014284"
4,71485804,71510670,"ENSSTUG00000014285"
33,18446019,18449145,"ENSSTUG00000014286"
15,51278283,51286258,"ENSSTUG00000014287"
26,29813721,29837125,"ENSSTUG00000014288"
4,19064721,19096634,"ENSSTUG00000014289"
9,14662600,14664315,"ENSSTUG00000014290"
2,62641993,62693465,"ENSSTUG00000014291"
9,31660383,31660440,"ENSSTUG00000014292"
17,16046471,16058698,"ENSSTUG00000014293"
14,31474234,31479247,"ENSSTUG00000014294"
29,24417631,24419561,"ENSSTUG00000014295"
9,31829073,31829127,"ENSSTUG00000014296"
12,39832554,39833957,"ENSSTUG00000014297"
15,58516439,58677694,"ENSSTUG00000014298"
9,31831241,31831305,"ENSSTUG00000014299"
12,39875650,39876153,"ENSSTUG00000014300"
25,29310307,29311580,"ENSSTUG00000014301"
12,39887687,39923487,"ENSSTUG00000014302"
25,29310786,29311017,"ENSSTUG00000014303"
14,84598225,84630533,"ENSSTUG00000014304"
12,39988579,40008233,"ENSSTUG00000014305"
9,14675096,14677068,"ENSSTUG00000014306"
16,27099801,27105589,"ENSSTUG00000014307"
24,43372868,43379401,"ENSSTUG00000014308"
25,29311685,29321825,"ENSSTUG00000014309"
3,9921489,9923215,"ENSSTUG00000014310"
8,33216628,33224250,"ENSSTUG00000014311"
19,48045594,48048249,"ENSSTUG00000014312"
33,18452784,18463731,"ENSSTUG00000014313"
4,64028244,64030000,"ENSSTUG00000014314"
20,43468293,43469060,"ENSSTUG00000014315"
14,84634136,84636276,"ENSSTUG00000014316"
14,31481153,31487741,"ENSSTUG00000014317"
19,48051190,48058750,"ENSSTUG00000014318"
8,33348068,33350188,"ENSSTUG00000014319"
20,43484460,43487123,"ENSSTUG00000014320"
8,33388373,33462238,"ENSSTUG00000014321"
2,62743862,62767009,"ENSSTUG00000014322"
20,43675220,43694196,"ENSSTUG00000014323"
4,64036967,64038355,"ENSSTUG00000014324"
1,63515293,63752073,"ENSSTUG00000014325"
19,48071896,48078087,"ENSSTUG00000014326"
14,66862199,66876844,"ENSSTUG00000014327"
29,19391043,19396774,"ENSSTUG00000014328"
8,33390331,33391330,"ENSSTUG00000014329"
20,43691579,43704937,"ENSSTUG00000014330"
3,58007769,58025181,"ENSSTUG00000014331"
20,43750169,43755035,"ENSSTUG00000014332"
4,64121513,64123018,"ENSSTUG00000014333"
25,29328682,29337792,"ENSSTUG00000014334"
4,64123225,64131193,"ENSSTUG00000014335"
14,84655071,84687415,"ENSSTUG00000014336"
20,43762220,43762987,"ENSSTUG00000014337"
27,29437011,29438941,"ENSSTUG00000014338"
4,64126833,64135139,"ENSSTUG00000014339"
27,29487316,29504057,"ENSSTUG00000014340"
4,64135104,64222098,"ENSSTUG00000014341"
4,71528632,71613818,"ENSSTUG00000014342"
20,43785773,44042449,"ENSSTUG00000014343"
12,40035763,40040747,"ENSSTUG00000014344"
14,31487762,31508628,"ENSSTUG00000014345"
12,68652720,68653746,"ENSSTUG00000014346"
29,24428428,24461680,"ENSSTUG00000014347"
19,48098693,48120012,"ENSSTUG00000014348"
20,39115665,39117541,"ENSSTUG00000014349"
12,68669887,68671790,"ENSSTUG00000014350"
16,27108212,27110558,"ENSSTUG00000014351"
14,58864760,58865873,"ENSSTUG00000014352"
19,48122212,48122933,"ENSSTUG00000014353"
34,22692747,22695080,"ENSSTUG00000014354"
24,43381521,43385420,"ENSSTUG00000014355"
14,58891527,58902545,"ENSSTUG00000014356"
20,39123172,39126004,"ENSSTUG00000014357"
4,64242251,64416258,"ENSSTUG00000014358"
20,43887723,44153386,"ENSSTUG00000014359"
1,57446098,57461553,"ENSSTUG00000014360"
24,43431744,43435835,"ENSSTUG00000014361"
23,6282242,6396686,"ENSSTUG00000014362"
15,61868351,61884771,"ENSSTUG00000014363"
25,29346124,29347374,"ENSSTUG00000014364"
25,29362658,29365299,"ENSSTUG00000014365"
12,40053203,40072672,"ENSSTUG00000014366"
14,18261938,18415698,"ENSSTUG00000014367"
19,48134816,48147892,"ENSSTUG00000014368"
24,43456682,43458535,"ENSSTUG00000014369"
29,38932268,38979732,"ENSSTUG00000014370"
14,58952876,58967147,"ENSSTUG00000014371"
15,58688122,58690123,"ENSSTUG00000014372"
25,29366396,29371049,"ENSSTUG00000014373"
4,64555827,64556000,"ENSSTUG00000014374"
12,17185746,17191524,"ENSSTUG00000014375"
15,58867511,59018697,"ENSSTUG00000014376"
20,39159376,39184260,"ENSSTUG00000014377"
27,29512608,29551675,"ENSSTUG00000014378"
4,64559215,64561169,"ENSSTUG00000014379"
14,84692516,84716403,"ENSSTUG00000014380"
12,17324983,17327186,"ENSSTUG00000014381"
1,57465653,57481878,"ENSSTUG00000014382"
12,54719284,54762247,"ENSSTUG00000014383"
4,64582487,64613303,"ENSSTUG00000014384"
8,33535316,33639611,"ENSSTUG00000014385"
26,17722549,17829336,"ENSSTUG00000014386"
24,43505449,43528580,"ENSSTUG00000014387"
14,31509307,31511478,"ENSSTUG00000014388"
1,57488750,57494778,"ENSSTUG00000014389"
7,10652653,10663605,"ENSSTUG00000014390"
6,4586119,4587161,"ENSSTUG00000014391"
14,18436165,18447621,"ENSSTUG00000014392"
4,48124108,48165830,"ENSSTUG00000014393"
16,27110689,27141957,"ENSSTUG00000014394"
24,43577391,43580033,"ENSSTUG00000014395"
24,43639558,43639617,"ENSSTUG00000014396"
1,57504268,57509854,"ENSSTUG00000014397"
24,43639683,43639748,"ENSSTUG00000014398"
4,64616167,64626728,"ENSSTUG00000014399"
6,4992463,5001605,"ENSSTUG00000014400"
24,43639810,43639867,"ENSSTUG00000014401"
15,51288908,51292790,"ENSSTUG00000014402"
14,31522909,31527910,"ENSSTUG00000014403"
25,29383984,29405500,"ENSSTUG00000014404"
24,43640006,43640065,"ENSSTUG00000014405"
24,43640252,43640310,"ENSSTUG00000014406"
15,59112000,59125809,"ENSSTUG00000014407"
34,22695647,22724107,"ENSSTUG00000014408"
12,17335664,17349118,"ENSSTUG00000014409"
6,5006711,5029994,"ENSSTUG00000014410"
1,57515472,57525756,"ENSSTUG00000014411"
14,58991624,59026624,"ENSSTUG00000014412"
25,29439874,29446465,"ENSSTUG00000014413"
15,59169503,59173070,"ENSSTUG00000014414"
5,28309645,28313674,"ENSSTUG00000014415"
24,43651950,43662808,"ENSSTUG00000014416"
29,19404517,19418457,"ENSSTUG00000014417"
25,29453989,29478239,"ENSSTUG00000014418"
1,57539545,57612706,"ENSSTUG00000014419"
4,64639071,64661710,"ENSSTUG00000014420"
14,84694208,84695708,"ENSSTUG00000014421"
36,29897849,29934852,"ENSSTUG00000014422"
14,18459078,18474167,"ENSSTUG00000014423"
7,19449304,19451955,"ENSSTUG00000014424"
3,36342392,36344200,"ENSSTUG00000014425"
5,28317512,28354214,"ENSSTUG00000014426"
36,29952843,29955038,"ENSSTUG00000014427"
36,29964121,29971159,"ENSSTUG00000014428"
9,14683586,14717839,"ENSSTUG00000014429"
15,61886140,61889226,"ENSSTUG00000014430"
15,61886276,61889239,"ENSSTUG00000014431"
15,59180354,59225655,"ENSSTUG00000014432"
14,84716424,84720979,"ENSSTUG00000014433"
15,61902705,61908054,"ENSSTUG00000014434"
36,29992099,30018304,"ENSSTUG00000014435"
7,10675869,10729204,"ENSSTUG00000014436"
36,30019185,30027208,"ENSSTUG00000014437"
2,62768473,62824293,"ENSSTUG00000014438"
3,36381760,36395103,"ENSSTUG00000014439"
15,62009029,62082341,"ENSSTUG00000014440"
29,38981144,39009579,"ENSSTUG00000014441"
14,84729396,84743251,"ENSSTUG00000014442"
36,30028838,30031876,"ENSSTUG00000014443"
23,6340169,6365292,"ENSSTUG00000014444"
15,51296769,51320802,"ENSSTUG00000014445"
5,28362038,28391269,"ENSSTUG00000014446"
14,18483612,18484455,"ENSSTUG00000014447"
36,30036251,30068537,"ENSSTUG00000014448"
23,6375119,6376962,"ENSSTUG00000014449"
1,57670992,57743602,"ENSSTUG00000014450"
24,43663095,43669982,"ENSSTUG00000014451"
14,84743897,84756663,"ENSSTUG00000014452"
12,91368484,91390784,"ENSSTUG00000014453"
17,16088969,16090468,"ENSSTUG00000014454"
14,18565156,18587494,"ENSSTUG00000014455"
12,68707680,68826360,"ENSSTUG00000014456"
