"Chrom","Start","End","GeneSymbol"
13,15329211,15378414,"LOC115205286"
13,15412920,15416390,"LOC115204884"
13,15419384,15440290,"LOC115205287"
13,15443919,15448947,"LOC115205289"
13,15449376,15479201,"LOC115205288"
13,15480422,15484025,"LOC115205290"
13,15528886,15532424,"LOC115205293"
13,15533433,15550847,"LOC115205291"
13,15536254,15537303,"LOC115205294"
13,15563861,15609573,"LOC115205295"
13,15610510,15632618,"LOC115205297"
13,15638335,15655721,"LOC115205298"
13,15657343,15671276,"LOC115205300"
13,15695206,15896554,"LOC115205301"
13,15904561,15919360,"LOC115205303"
13,15919583,15922727,"LOC115205304"
13,15927489,15929326,"LOC115204886"
13,15939271,15948457,"LOC115205305"
13,15951281,15959668,"nox1"
13,15961719,15974897,"LOC115205307"
13,15978626,16010040,"LOC115205308"
13,15982335,15982407,"trnav-uac"
13,16035930,16038488,"LOC115205309"
13,16044086,16072385,"LOC115205310"
13,16113803,16122654,"LOC115205314"
13,16122698,16132092,"LOC115205313"
13,16131598,16151095,"sytl4"
13,16153038,16159448,"tyw2"
13,16163062,16180027,"LOC115205315"
13,16182709,16185426,"LOC115205316"
13,16190849,16219167,"LOC115205317"
13,16228809,16251489,"LOC115205318"
13,16230929,16233303,"LOC115205320"
13,16251927,16262674,"LOC115205319"
13,16294680,16306511,"LOC115205321"
13,16313869,16324580,"LOC115205323"
13,16328558,16350980,"LOC115205326"
13,16351599,16364253,"LOC115205327"
13,16364362,16368506,"LOC115205324"
13,16370370,16371321,"LOC115205328"
13,16371832,16405106,"LOC115205329"
13,16414774,16421527,"LOC115205330"
13,16422056,16427939,"ints10"
13,16427764,16431054,"LOC115205331"
13,16431882,16431953,"trnap-ugg"
13,16433714,16438688,"LOC115205011"
13,16442263,16446005,"LOC115205334"
13,16447721,16452942,"LOC115205012"
13,16495860,16499406,"LOC115204887"
13,16509748,16552895,"LOC115205335"
13,16553106,16561167,"LOC115205336"
13,16569255,16593469,"LOC115205013"
13,16609952,16983112,"LOC115205337"
13,16992705,17004685,"LOC115205338"
13,17006315,17026846,"LOC115205340"
13,17028833,17057747,"LOC115205341"
13,17101430,17103623,"LOC115205016"
13,17136468,17145578,"LOC115205342"
13,17159792,17162427,"LOC115205344"
13,17162848,17190438,"LOC115205345"
13,17165416,17171327,"LOC115205343"
13,17172070,17176764,"LOC115205346"
13,17220599,17223196,"LOC115205017"
13,17223628,17226150,"LOC115205018"
13,17226538,17431198,"LOC115205348"
13,17248265,17260682,"LOC115205356"
13,17251515,17254039,"LOC115206884"
13,17312727,17315459,"LOC115204981"
13,17319823,17322513,"LOC115204982"
13,17323408,17325548,"LOC115204983"
13,17329600,17332424,"LOC115204984"
13,17337528,17340046,"LOC115205351"
13,17341209,17343800,"LOC115204985"
13,17437457,17437529,"trnaa-ugc"
13,17441692,17443164,"LOC115205019"
13,17444275,17451478,"LOC115205020"
13,17457078,17459620,"LOC115205021"
13,17461889,17464553,"LOC115205022"
13,17466226,17469057,"LOC115205355"
13,17471130,17473794,"LOC115205023"
13,17475467,17678847,"LOC115205349"
13,17509737,17512154,"LOC115204986"
13,17565902,17572048,"LOC115205354"
13,17569484,17572060,"LOC115205353"
13,17582767,17585740,"LOC115204987"
13,17587943,17590729,"LOC115204988"
13,17592683,17595649,"LOC115204989"
13,17603908,17607771,"LOC115205352"
13,17730304,17790116,"LOC115205024"
13,17944529,17946506,"smim32"
13,17961663,18010763,"trpc7b"
13,18109881,18240244,"dock2"
13,18152098,18159407,"LOC115205360"
13,18257150,18258827,"hrh2a"
13,18282376,18290958,"LOC115205361"
13,18291019,18364627,"kcnip1a"
13,18381639,18401186,"LOC115205363"
13,18401192,18462545,"LOC115205364"
13,18477371,18491840,"LOC115205366"
13,18492168,18519225,"LOC115205367"
13,18533849,18536745,"LOC115205368"
13,18540491,18546029,"LOC115205369"
13,18547363,18563074,"LOC115205370"
13,18555530,18559475,"LOC115205371"
13,18563966,18566807,"LOC115205372"
13,18567294,18569409,"LOC115205373"
13,18580201,18581355,"LOC115205374"
13,18584660,18588393,"LOC115205376"
13,18588606,18608217,"LOC115205375"
13,18611225,18615871,"LOC115205377"
13,18615915,18635337,"si:dkey-74k8.4"
13,18642326,18661687,"LOC115205380"
13,18666775,18678944,"LOC115205025"
13,18679996,18684139,"LOC115204889"
13,18702971,18727074,"LOC115205381"
13,18738702,18765709,"LOC115205382"
13,18777487,18780525,"LOC115205383"
13,18792697,18827647,"LOC115205385"
13,18918911,18922497,"LOC115205386"
13,18955153,18973444,"LOC115205387"
13,19007580,19018889,"LOC115205388"
13,19019974,19026130,"LOC115205389"
13,19058605,19108130,"LOC115205391"
13,19108686,19134063,"LOC115205390"
13,19135690,19147897,"LOC115205396"
13,19147820,19150546,"LOC115205395"
13,19154203,19163078,"LOC115205394"
13,19164709,19254040,"LOC115205393"
13,19257381,19269483,"LOC115205397"
13,19269386,19279354,"myoz3a"
13,19330670,19340653,"LOC115205399"
13,19340859,19350942,"rgs14a"
13,19360793,19386897,"slc34a1a"
13,19471513,19473593,"LOC115205403"
13,19509664,19515540,"simc1"
13,19515645,19534358,"LOC115205405"
13,19638510,19647482,"LOC115205408"
13,19853846,19878066,"LOC115205406"
13,19891792,19897774,"LOC115205409"
13,19921388,19922945,"LOC115204890"
13,19929423,19944423,"LOC115205410"
13,19993234,20025826,"LOC115205411"
13,19994528,19995298,"LOC115205412"
13,20035418,20037019,"LOC115205026"
13,20040957,20043582,"LOC115205027"
13,20152861,20192835,"LOC115205413"
13,20199019,20209316,"clk4a"
13,20417919,20419235,"LOC115205028"
13,20420104,20458412,"LOC115205416"
13,20457827,20459335,"LOC115205417"
13,20460461,20465801,"LOC115205418"
13,20466626,20469057,"nme5"
13,20473578,20478385,"LOC115205420"
13,20478840,20483225,"LOC115205029"
13,20483775,20492803,"LOC115205422"
13,20493314,20514234,"LOC115205421"
13,20522853,20549720,"LOC115205423"
13,20554069,20589721,"LOC115205424"
13,20585927,20586214,"LOC115205428"
13,20595168,20629880,"LOC115205427"
13,20657490,20663409,"LOC115205426"
13,20965931,20970179,"LOC115205429"
13,21186821,21222053,"LOC115205430"
13,21202808,21203089,"LOC115205431"
13,21222115,21223941,"LOC115205432"
13,21241013,21242712,"LOC115205433"
13,21268031,21373331,"htr4"
13,21457849,21470244,"slc26a2"
13,21485490,21503436,"pde6a"
13,21514468,21611109,"ppargc1b"
13,21682480,21714174,"LOC115205439"
13,21787501,22162055,"LOC115205030"
13,22138591,22141864,"LOC115205441"
13,22257453,22262207,"cxcl14"
13,22263340,22339723,"LOC115205442"
13,22346882,22366085,"LOC115205444"
13,22372385,22374795,"LOC115205447"
13,22375265,22377075,"LOC115205446"
13,22378213,22381317,"LOC115205445"
13,22384981,22390375,"LOC115205031"
13,22392080,22396999,"LOC115205448"
13,22398192,22402274,"LOC115205449"
13,22423492,22448471,"LOC115205450"
13,22487855,22499588,"LOC115205032"
13,22503717,22556740,"LOC115205452"
13,22555923,22556107,"LOC115206893"
13,22557664,22567934,"LOC115205453"
13,22579941,22600328,"LOC115205455"
13,22600697,22602952,"LOC115205458"
13,22603006,22631431,"LOC115205457"
13,22614905,22618806,"LOC115205456"
13,22631302,22644685,"LOC115205033"
13,22648627,22659544,"LOC115205461"
13,22659363,22670210,"LOC115205460"
13,22670652,22675312,"LOC115205034"
13,22684315,22809516,"LOC115205462"
13,22830951,22867450,"LOC115205463"
13,23013621,23250910,"LOC115205035"
13,23131855,23135143,"LOC115205464"
13,23362517,23364454,"LOC115205465"
13,23368529,23374065,"LOC115205466"
13,23383948,23385673,"LOC115204891"
13,23387206,23394366,"commd5"
13,23394844,23401636,"LOC115205468"
13,23407135,23437225,"LOC115205469"
13,23437098,23444384,"ids"
13,23530350,23858903,"aff2"
13,23872974,23880575,"LOC115205472"
13,24202759,24206600,"slitrk2"
13,24489498,24495235,"LOC115205475"
13,25027006,25037451,"LOC115205037"
13,25037145,25046968,"si:ch211-159i8.4"
13,25047715,25055506,"rab33a"
13,25061718,25064957,"selenot2"
13,25066084,25071509,"LOC115205478"
13,25102712,25106175,"rnf4"
13,25112288,25219191,"fgfrl1a"
13,25233033,25238642,"rnf212"
13,25235459,25237763,"LOC115205486"
13,25239566,25247174,"spon2b"
13,25259569,25278420,"LOC115205487"
13,25276986,25285591,"LOC115205488"
13,25289365,25317457,"uvssa"
13,25319701,25324621,"nkx1.2lb"
13,25470017,25476949,"LOC115205497"
13,25476756,25478711,"LOC115205499"
13,25479159,25485757,"LOC115205494"
13,25485898,25487857,"LOC115205500"
13,25488304,25495236,"LOC115205493"
13,25497452,25504382,"LOC115205496"
13,25504189,25510490,"LOC115205492"
13,25511048,25514548,"slbp"
13,25516156,25519324,"tmem129"
13,25530562,25538316,"atoh8"
13,25536035,25539460,"LOC115205503"
13,25542228,25552829,"st3gal5"
13,25554750,25567635,"polr1a"
13,25567679,25574349,"ptcd3"
13,25574351,25593001,"immt"
13,25599146,25604361,"rnf103"
13,25605117,25611021,"abhd18"
13,25611335,25627134,"trappc11"
13,25637817,25724046,"LOC115205512"
13,25726476,25742513,"enpp6"
13,25755528,25779226,"LOC115205514"
13,25779560,25786491,"cenpu"
13,25789453,25795215,"casp3b"
13,25795797,25808967,"irf2b"
13,25812631,25863387,"snx25"
13,25862826,25867519,"lrp2bp"
13,25867379,25870625,"cfap96"
13,25870719,25899632,"pdlim3b"
13,25902974,25981505,"sorbs2b"
13,25914861,25915343,"LOC115205524"
13,26005409,26027790,"fam149a"
13,26029202,26035077,"cyp4v2b"
13,26093818,26121969,"mtnr1ab"
13,26144472,26196653,"fat1b"
13,26217252,26232568,"LOC115205038"
13,26232688,26233949,"LOC115204892"
13,26235464,26238945,"fgl1"
13,26240493,26293817,"mtus1a"
13,26241299,26242498,"LOC115205039"
13,26295885,26303703,"pdgfrl"
13,26303877,26329453,"slc7a2"
13,26331656,26334620,"LOC115205534"
13,26347419,26376293,"mtmr7a"
13,26377134,26389454,"cnot7"
13,26389562,26426779,"zdhhc2"
13,26427071,26459338,"micu3b"
13,26460014,26464266,"fgf20b"
13,26529197,26537330,"her5"
13,26552705,26554255,"pfdn6"
13,26555829,26558078,"mmgt1"
13,26561953,26595394,"ints6l"
13,26596324,26602365,"mospd1"
13,26602976,26610393,"pabir2"
13,26608854,26608957,"LOC115206908"
13,26620398,26647198,"hprt1"
13,26641527,26644015,"LOC115205548"
13,26648371,26655676,"phf6"
13,26672850,26684311,"cab39l1"
13,26692242,26695784,"LOC115205551"
13,26696563,26728864,"gpc3"
13,26917873,26918403,"LOC115205552"
13,27025886,27089922,"gpc4"
13,27093835,27093907,"trnaf-gaa"
13,27094013,27097374,"hs6st2"
13,27098121,27174135,"mbnl3"
13,27100254,27101325,"LOC115205041"
13,27181632,27181704,"trnaa-agc"
13,27181738,27191487,"LOC115205556"
13,27193161,27197996,"LOC115205557"
13,27203773,27211762,"LOC115205559"
13,27215581,27284424,"LOC115205560"
13,27286013,27294669,"LOC115205562"
13,27295146,27300484,"LOC115205561"
13,27346025,27398289,"LOC115205563"
13,27400595,27406002,"LOC115205564"
13,27412023,27441169,"LOC115205565"
13,27460536,27474967,"LOC115205566"
13,27475072,27475637,"LOC115204893"
13,27480805,27492061,"LOC115205568"
13,27494643,27496078,"LOC115205570"
13,27496385,27501193,"LOC115205569"
13,27518308,27562074,"LOC115205571"
13,27562412,27567817,"LOC115205572"
13,27568582,27585523,"LOC115205573"
13,27593467,27608762,"LOC115205042"
13,27655884,27657117,"LOC115205576"
13,27658266,27662292,"LOC115205575"
13,27662397,27667327,"LOC115205574"
13,27751223,27753446,"LOC115204894"
13,27760239,27770039,"LOC115205578"
13,27789142,27792909,"LOC115205580"
13,27793057,27799482,"LOC115205579"
13,27800636,27825582,"LOC115205583"
13,27818848,27822835,"LOC115205582"
13,27822910,27837794,"LOC115205584"
13,27840041,27860122,"LOC115205585"
13,27886194,27895764,"LOC115205043"
13,27896860,27902727,"LOC115205586"
13,27906516,27921466,"LOC115205587"
13,28004389,28030926,"LOC115205589"
13,28059809,28072584,"LOC115205590"
13,28072550,28076495,"trpt1"
13,28076529,28079865,"LOC115205591"
13,28080545,28081940,"LOC115205594"
13,28088078,28093801,"LOC115205044"
13,28093952,28098869,"LOC115205592"
13,28099006,28108454,"LOC115205045"
13,28135702,28138807,"LOC115205595"
13,28149784,28202903,"LOC115205596"
13,28217178,28251106,"LOC115205598"
13,28241543,28242508,"LOC115205600"
13,28251406,28263643,"LOC115205599"
13,28268924,28269704,"LOC115205601"
13,28293406,28302314,"lcp2b"
13,28309620,28312967,"tmsb2"
13,28479511,28640312,"gria1a"
13,28550085,28550160,"trnat-ugu"
13,28696938,28722136,"lonrf4"
13,28729341,28732054,"LOC115205607"
13,28738333,28758844,"itk"
13,28759964,28808680,"LOC115205612"
13,28986599,29012452,"LOC115205620"
13,29471424,29471497,"trnaa-cgc"
13,29511601,29678505,"LOC115206742"
13,29685760,29686408,"LOC115205621"
13,29725473,29743022,"LOC115205619"
13,29882971,29900969,"LOC115206743"
13,29903949,29918530,"LOC115206744"
13,29944080,29968056,"LOC115205617"
13,29982079,29990534,"LOC115205618"
13,29998186,30051446,"LOC115205609"
13,30063101,30068444,"LOC115205614"
13,30078901,30089181,"LOC115205613"
13,30090003,30095511,"LOC115205616"
13,30184477,30191869,"LOC115205611"
13,30201526,30216059,"LOC115205615"
13,30220617,30305855,"LOC115206745"
13,30318313,30321189,"foxi3b"
13,30383488,30386759,"LOC115206746"
13,30403734,30408146,"gabrp"
13,30404482,30405803,"LOC115204990"
13,30416733,30491952,"LOC115205626"
13,30494770,30581454,"LOC115205625"
13,30604856,30658222,"LOC115205623"
13,30760328,30809590,"LOC115205627"
13,30868771,30877976,"LOC115205629"
13,30898906,30914574,"LOC115205630"
13,30899152,30900580,"LOC115205631"
13,30921066,31028562,"LOC115205632"
13,31101245,31110982,"LOC115205633"
13,31126239,31146228,"adam19b"
13,31146326,31148117,"LOC115205634"
13,31160250,31161767,"LOC115206749"
13,31167384,31186755,"LOC115206750"
13,31242331,31245228,"LOC115205635"
13,31250784,31255222,"LOC115205637"
13,31260053,31264465,"LOC115206751"
13,31268162,31270227,"LOC115205638"
13,31279993,31292346,"LOC115205639"
13,31328166,31339863,"LOC115206752"
13,31416587,31417533,"LOC115205640"
13,31434094,31447377,"LOC115205641"
13,31482551,31485487,"LOC115205643"
13,31512418,31513852,"LOC115206753"
13,31550489,31564484,"nek12"
13,31564713,31572987,"LOC115205644"
13,31576873,31579392,"LOC115205645"
13,31584440,31587739,"LOC115205646"
13,31589428,31590323,"LOC115204895"
13,31607598,31615668,"LOC115205647"
13,31620174,31646940,"LOC115205649"
13,31648224,31649003,"LOC115205650"
13,31658102,31819967,"LOC115205651"
13,31834595,31845903,"LOC115206754"
13,31846031,31860279,"LOC115204896"
13,31862363,31870661,"LOC115206756"
13,31937934,31980705,"LOC115205652"
13,31947743,31953427,"LOC115205655"
13,31982065,31995207,"LOC115205653"
13,32005971,32015100,"LOC115205654"
13,32020125,32025737,"LOC115205656"
13,32035479,32071044,"LOC115205658"
13,32138876,32149375,"LOC115206757"
13,32170076,32171524,"LOC115204898"
13,32470730,32518659,"LOC115205659"
13,32527274,32532642,"LOC115205660"
13,32536741,32539899,"LOC115206758"
13,32541214,32553403,"tmsb1"
13,32557895,32567591,"LOC115204899"
13,32570228,32596246,"LOC115205663"
13,32596466,32617574,"LOC115205662"
13,32641143,32644273,"LOC115205665"
13,32784470,32808493,"LOC115205666"
13,32849542,32861443,"LOC115206759"
13,32862007,32898866,"LOC115205667"
13,32913146,32938491,"LOC115205668"
13,32920172,32921299,"LOC115205670"
13,32920712,32921052,"LOC115205671"
13,32939001,32951093,"LOC115205672"
13,32951383,32965709,"LOC115205673"
13,32980061,32992008,"LOC115206760"
13,32991846,33016898,"LOC115205675"
13,33016823,33022109,"pofut4"
13,33022411,33033009,"LOC115205676"
13,33039885,33055729,"plp1a"
13,33073366,33077444,"LOC115205678"
13,33079976,33086000,"LOC115205679"
13,33114525,33136105,"LOC115206761"
13,33482972,33724068,"LOC115205680"
13,33965096,34030027,"LOC115205681"
13,34030260,34089049,"LOC115205682"
13,34257319,34259140,"LOC115204900"
13,34260146,34342277,"LOC115205683"
13,34350656,34424500,"LOC115205684"
13,34427223,34441608,"LOC115205687"
13,34441706,34444137,"LOC115205686"
13,34444776,34456976,"LOC115205688"
13,34457965,34461693,"LOC115205689"
13,34473355,34480115,"gdf9"
13,34480590,34504958,"LOC115205691"
13,34505546,34515559,"LOC115205693"
13,34515605,34519989,"nudcd2"
13,34520256,34542377,"gabra6a"
13,34548474,34650149,"gabrb2a"
13,34657578,34660732,"LOC115205695"
13,34662796,34721743,"atp10b"
13,34733901,34751905,"LOC115205697"
13,34758877,34819658,"atp7a"
13,34824765,34852226,"LOC115205699"
13,34853643,34861580,"LOC115205700"
13,34864098,34865685,"LOC115205701"
13,34877459,34880008,"si:ch1073-44g3.1"
13,34880685,34924609,"LOC115205703"
13,34898441,34900763,"LOC115205706"
13,34934766,34936711,"LOC115204901"
13,34940729,34947549,"c1qtnf2"
13,34947604,34973699,"LOC115205708"
13,34980717,34994317,"LOC115205709"
13,34994629,34998913,"LOC115205711"
13,34998986,35004302,"LOC115205710"
13,35013074,35030629,"LOC115205713"
13,35070372,35072667,"LOC115206764"
13,35082762,35083124,"LOC115204902"
13,35127215,35149951,"LOC115205715"
13,35145090,35147562,"LOC115205714"
13,35168301,35174254,"LOC115205716"
13,35239386,35320819,"LOC115205717"
13,35361012,35365697,"LOC115205720"
13,35370854,35430858,"LOC115205719"
13,35430994,35433294,"LOC115205718"
13,35457430,35479050,"LOC115205721"
13,35489301,35498667,"LOC115205722"
13,35523004,35642842,"LOC115205723"
13,35890192,35903658,"LOC115205724"
13,35919974,35961575,"LOC115205727"
13,35979590,35981656,"LOC115205728"
13,35985271,35989391,"LOC115205726"
13,35991528,36014103,"LOC115205725"
13,36014481,36018157,"LOC115205729"
13,36023162,36037180,"LOC115206765"
13,36037326,36039950,"LOC115205731"
13,36039995,36053743,"LOC115205730"
13,36113796,36115551,"LOC115204903"
13,36122761,36171667,"LOC115205733"
13,36174649,36210044,"LOC115205734"
13,36236550,36256549,"LOC115205735"
13,36263946,36277995,"LOC115205737"
13,36278619,36293446,"LOC115205736"
13,36305475,36324874,"LOC115205741"
13,36325000,36352277,"LOC115205738"
13,36342779,36343212,"LOC115205743"
13,36366915,36405959,"LOC115205739"
13,36413556,36441407,"LOC115205740"
13,36455746,36477722,"LOC115205745"
13,36472250,36516456,"LOC115205744"
13,36573589,36702370,"LOC115205747"
13,37501503,37833515,"LOC115205748"
13,38007269,38052413,"LOC115205753"
13,38076041,38133473,"ahnak"
13,38166024,38185025,"eef1g"
13,38182885,38182957,"LOC115206886"
13,38185335,38188430,"LOC115205758"
13,38188566,38204137,"pld7"
13,38204236,38219556,"LOC115205754"
13,38235778,38244160,"LOC115205762"
13,38253801,38254499,"LOC115205760"
13,38275502,38276770,"LOC115205761"
13,38311733,38378661,"synpo"
13,38381748,38422134,"LOC115205757"
13,38499025,38508313,"LOC115205756"
13,38735869,38755696,"LOC115206766"
13,39032114,39033025,"LOC115205763"
13,39200652,39511793,"LOC115205764"
13,39653722,39705303,"LOC115205765"
13,39723396,39726378,"LOC115206767"
13,39745845,39801706,"LOC115205766"
13,39807681,39815495,"LOC115205767"
13,39817788,39819671,"LOC115205769"
13,39821784,39831587,"LOC115205768"
13,39864349,39970831,"LOC115205770"
13,39947957,39955069,"LOC115205772"
13,39981412,40212995,"LOC115205773"
13,40212610,40253597,"LOC115206768"
13,40391951,40393317,"LOC115205775"
13,40524419,40524835,"LOC115205774"
13,40946387,40947678,"LOC115205776"
13,41206079,41207901,"LOC115205777"
13,41223254,41272004,"LOC115205778"
13,41242614,41247236,"LOC115205780"
13,41276694,41333961,"mxd3"
13,41333974,41336022,"LOC115205782"
13,41340293,41346728,"prelid1a"
13,41401871,41402962,"LOC115204904"
13,41420703,41452557,"trim105"
13,41443864,41484594,"LOC115206769"
13,41503390,41518867,"LOC115206771"
13,41545751,41553299,"LOC115205786"
13,41561156,41569788,"LOC115205787"
13,41584534,41605871,"LOC115205788"
13,41608768,41610838,"LOC115205789"
13,41658960,41665706,"LOC115205790"
13,41798182,41805965,"magt1"
13,41806974,41808040,"LOC115205792"
13,41837248,41840547,"LOC115204905"
13,41847256,41878413,"LOC115206772"
13,41888527,41889862,"LOC115206773"
13,41901321,41913807,"zgc:174917"
13,41918905,41928470,"LOC115205794"
13,41982306,41985437,"LOC115205796"
13,42392050,42396831,"LOC115206774"
13,42498173,42544830,"LOC115206775"
13,42607685,42659996,"LOC115205797"
13,42674140,42686051,"si:ch211-274f20.2"
13,42698162,42749988,"LOC115205799"
13,42768573,42790929,"LOC115205800"
13,42875754,42886323,"LOC115205801"
13,43003025,43030917,"tbx22"
13,43079964,43096274,"LOC115205804"
13,43097326,43145492,"sh3bgrl"
13,43194134,43223193,"LOC115205806"
13,43207315,43207699,"LOC115205808"
13,43207918,43208238,"LOC115205807"
13,43255965,43256118,"LOC115206896"
13,43308479,43351567,"brca2"
13,43455169,43500687,"LOC115205812"
13,43479612,43481946,"LOC115205822"
13,43500694,43519083,"LOC115205815"
13,43519377,43672228,"LOC115205810"
13,43693544,43693969,"LOC115205821"
13,43726091,43772107,"LOC115205819"
13,43740380,43740647,"LOC115206905"
13,43745728,43745993,"LOC115206904"
13,43780946,43792475,"LOC115205818"
13,43795923,43805452,"LOC115205816"
13,43816624,43828568,"LOC115205814"
13,43856063,44024840,"LOC115205817"
13,44073442,44105358,"LOC115205813"
13,44115221,44119861,"LOC115206776"
13,44155374,44231526,"masp1"
13,44311842,44313661,"LOC115204906"
13,44366028,44371744,"sst1.2"
13,44377331,44520221,"LOC115205824"
13,44520437,44523762,"LOC115205826"
13,44736704,44819614,"irs1"
13,44867199,45024395,"nyap2a"
13,45067985,45145571,"LOC115205829"
13,45197472,45250185,"LOC115205830"
13,45251895,45312300,"LOC115205832"
13,45350967,45371953,"LOC115205833"
13,45376213,45384933,"LOC115205835"
13,45382944,45384814,"LOC115205836"
13,45403829,45403900,"trnap-ugg"
13,45404753,45404824,"trnap-ugg"
13,45406607,45406679,"trnap-ugg"
13,45419467,45439022,"LOC115205837"
13,45458552,45470168,"LOC115205838"
13,45470398,45475141,"LOC115205840"
13,45475384,45506708,"LOC115205839"
13,45509169,45540480,"LOC115205841"
13,45543793,45591761,"LOC115205842"
13,45612102,45664784,"LOC115205843"
13,45690246,45774138,"LOC115205844"
13,45723691,45726261,"LOC115205845"
13,45777453,45789255,"LOC115205847"
13,45789276,45804828,"drc9"
13,45804832,45808240,"LOC115205849"
13,45811170,45890704,"LOC115205850"
13,45898428,45939428,"LOC115205852"
13,45939402,45984328,"LOC115205851"
13,46015399,46018250,"LOC115205853"
13,46023863,46028220,"tex26"
13,46073521,46074080,"LOC115204908"
13,46102537,46103247,"LOC115204911"
13,46142246,46281128,"b3glcta"
13,46316459,46357153,"LOC115205855"
13,46365428,46386655,"LOC115205856"
13,46391056,46402415,"LOC115205857"
13,46414884,46416117,"LOC115205859"
13,46416453,46436487,"pgm2l1"
13,46469535,46483767,"LOC115205861"
13,46484411,46534004,"LOC115205862"
13,46538368,46552718,"LOC115205863"
13,46569630,46571992,"LOC115205864"
13,46578667,46582373,"LOC115205865"
13,46582780,46608567,"LOC115205866"
13,46608712,46633256,"LOC115205867"
13,46652343,46662944,"LOC115205869"
13,46698322,46878059,"dock10"
13,46770081,46771408,"LOC115205871"
13,47032219,47039483,"LOC115205874"
13,47042652,47228044,"rsrc1"
13,47236872,47262266,"LOC115205875"
13,47264032,47272171,"LOC115205877"
13,47272415,47287521,"LOC115205876"
13,47309613,47379302,"LOC115205878"
13,47380339,47386017,"LOC115205879"
13,47398090,47405948,"LOC115204912"
13,47408039,47410758,"LOC115205880"
13,47425669,47427992,"LOC115204913"
13,47579769,47588716,"LOC115206778"
13,47623382,47672129,"LOC115205882"
13,47720303,47739574,"LOC115205883"
13,47879280,47881964,"LOC115205886"
13,47882036,47906026,"spa17"
13,47915300,47921324,"LOC115205885"
13,47928858,47943452,"LOC115205888"
13,47957500,47991437,"LOC115205889"
13,47991722,48015430,"LOC115205892"
13,47993411,48001967,"LOC115205891"
13,48016067,48096982,"LOC115205890"
13,48375828,48590619,"LOC115205893"
13,48644746,48676616,"LOC115205894"
13,48685321,48768106,"LOC115205895"
13,48783478,48787317,"LOC115205896"
13,48803185,48808791,"LOC115205897"
13,48816778,48859998,"LOC115205898"
13,48864124,48890859,"LOC115205899"
13,48897303,48899346,"LOC115205910"
13,48900227,48907157,"LOC115205913"
13,48907642,48920806,"nlrx1"
13,48924470,48932881,"LOC115205914"
13,48937153,48939467,"LOC115205907"
13,49004643,49006040,"LOC115205915"
13,49026427,49029727,"LOC115205916"
13,49036468,49055984,"hmbsb"
13,49059927,49067109,"LOC115205905"
13,49085163,49093589,"LOC115205908"
13,49088263,49099969,"LOC115205903"
13,49102567,49125559,"LOC115205904"
13,49130043,49131489,"LOC115205912"
13,49134208,49136949,"LOC115205909"
13,49161693,49227305,"LOC115205902"
13,49232059,49248846,"LOC115205918"
13,49250312,49263519,"LOC115206779"
13,49277753,49279826,"LOC115205919"
13,49299613,49312329,"LOC115205920"
13,49320811,49327101,"LOC115205921"
13,49378931,49386899,"LOC115205922"
13,49393444,49400684,"LOC115205923"
13,49410367,49441254,"ttc9b"
13,49448190,49482074,"map3k10"
13,49493188,49595606,"sipa1l3"
13,49602030,49603567,"six9"
13,49603897,49612850,"LOC115205928"
13,49627794,49638409,"tbcb"
13,49640408,49676115,"LOC115205931"
13,49691525,49720279,"LOC115205932"
13,49741834,49755576,"LOC115205935"
13,49755779,49766028,"LOC115205933"
13,49776940,49780548,"LOC115205936"
13,49794853,49800201,"LOC115205937"
13,49813735,49867920,"ppp1r37"
13,49902434,49913875,"LOC115205939"
13,49931837,49932878,"gemin7"
13,49955112,49966462,"LOC115205941"
13,49968556,49969982,"LOC115205942"
13,50011540,50043887,"LOC115205943"
13,50057581,50060641,"LOC115205944"
13,50077316,50094068,"LOC115205945"
13,50115603,50166769,"LOC115205946"
13,50160162,50162133,"LOC115205947"
13,50188078,50188879,"LOC115204915"
13,50194083,50205223,"LOC115205948"
13,50210777,50224457,"LOC115205949"
13,50227765,50239106,"LOC115205950"
13,50306820,50318590,"LOC115205952"
13,50318987,50326490,"LOC115205953"
13,50325531,50433099,"LOC115205951"
13,50367542,50368149,"LOC115205954"
13,50493934,50527307,"LOC115205956"
13,50532078,50534914,"LOC115205957"
13,50549197,50577617,"LOC115205958"
13,50666396,50683595,"LOC115205959"
13,50687710,50690424,"LOC115205961"
13,50690485,50712432,"LOC115205960"
13,50718938,50789231,"LOC115205963"
13,50800361,50810887,"LOC115205964"
13,50822048,50825665,"LOC115206780"
13,50867021,50919035,"LOC115205965"
13,51040104,51058296,"LOC115205966"
13,51086846,51091007,"LOC115206781"
13,51094210,51107734,"LOC115205967"
13,51113954,51128335,"LOC115205968"
13,51148022,51152025,"LOC115205969"
13,51165908,51184294,"LOC115205971"
13,51189207,51215185,"LOC115205973"
13,51224100,51250581,"LOC115205972"
13,51254907,51259991,"LOC115206782"
13,51428981,51543053,"LOC115205974"
13,51912810,51915384,"LOC115205975"
13,51945447,51950191,"LOC115205977"
13,51951209,51973464,"LOC115205976"
13,51978470,51981301,"LOC115205980"
13,51981437,51982643,"LOC115205981"
13,51982907,51987393,"LOC115205979"
13,52346175,52483248,"LOC115205982"
13,52493061,52505649,"LOC115205983"
13,52536442,52545200,"LOC115205985"
13,52591186,52607356,"si:zfos-464b6.2"
13,52625549,52639364,"yif1b"
13,52641091,52656950,"LOC115205988"
