"Chrom","Start","End","EnsID"
5,66523812,66720118,"ENSSSAG00000053318"
15,44997176,45084311,"ENSSSAG00000064498"
2,37310243,37319769,"ENSSSAG00000043547"
20,89288472,89384009,"ENSSSAG00000053304"
20,80223998,80339433,"ENSSSAG00000046668"
7,61546226,61994864,"ENSSSAG00000122049"
2,30694150,30746597,"ENSSSAG00000055704"
15,45102833,45207754,"ENSSSAG00000064561"
4,76621220,76638545,"ENSSSAG00000078016"
26,35799065,36050997,"ENSSSAG00000095392"
18,64025193,64044111,"ENSSSAG00000088850"
16,78586811,78610398,"ENSSSAG00000008620"
14,69375560,69383242,"ENSSSAG00000006649"
14,56926606,56988425,"ENSSSAG00000005540"
21,49040532,49066932,"ENSSSAG00000113659"
28,11827356,11846344,"ENSSSAG00000111936"
10,93936013,93960659,"ENSSSAG00000048333"
18,64043938,64057171,"ENSSSAG00000080221"
16,71611314,71613809,"ENSSSAG00000066492"
28,11932097,12000624,"ENSSSAG00000107904"
1,3146100,3157184,"ENSSSAG00000083603"
21,41191641,41233323,"ENSSSAG00000070315"
11,43921134,43955465,"ENSSSAG00000098004"
10,94739486,94740979,"ENSSSAG00000106692"
1,3265394,3468742,"ENSSSAG00000116341"
10,91157882,91167761,"ENSSSAG00000092650"
10,91819978,91821141,"ENSSSAG00000119586"
10,92106409,92109775,"ENSSSAG00000121197"
10,92254070,92255667,"ENSSSAG00000078761"
1,3276803,3333608,"ENSSSAG00000105031"
10,92392117,92395372,"ENSSSAG00000094245"
10,92510150,92511434,"ENSSSAG00000118565"
10,92545699,92558429,"ENSSSAG00000112865"
16,71615925,71698999,"ENSSSAG00000066499"
10,92562583,92571497,"ENSSSAG00000105283"
10,92565938,92571113,"ENSSSAG00000104385"
10,92566988,92569362,"ENSSSAG00000089197"
10,93436855,93439976,"ENSSSAG00000090780"
10,93440042,93441085,"ENSSSAG00000094824"
10,93859195,93886846,"ENSSSAG00000117000"
10,93865639,93874746,"ENSSSAG00000114561"
10,94141837,94143190,"ENSSSAG00000082011"
10,94144137,94145683,"ENSSSAG00000096204"
10,94147989,94165967,"ENSSSAG00000098050"
22,29944228,29952047,"ENSSSAG00000070419"
21,41242235,41374598,"ENSSSAG00000079557"
10,94378795,94380100,"ENSSSAG00000082473"
28,13207751,13270938,"ENSSSAG00000069554"
10,94413145,94417920,"ENSSSAG00000105496"
29,13388502,13412280,"ENSSSAG00000063063"
10,94530902,94540321,"ENSSSAG00000112603"
10,94531635,94533099,"ENSSSAG00000089096"
10,94536314,94537583,"ENSSSAG00000121984"
10,94553037,94587419,"ENSSSAG00000094620"
10,95574256,95577912,"ENSSSAG00000119556"
10,95755825,95756932,"ENSSSAG00000084772"
10,95764580,95767275,"ENSSSAG00000113773"
1,53113015,53120634,"ENSSSAG00000023736"
26,45914680,45939829,"ENSSSAG00000055469"
10,95795330,95804446,"ENSSSAG00000115510"
10,96326308,96335553,"ENSSSAG00000103981"
1,53119725,53132759,"ENSSSAG00000023874"
10,96472125,96473938,"ENSSSAG00000101704"
10,96782466,96787823,"ENSSSAG00000102805"
10,96853619,96854671,"ENSSSAG00000099320"
10,97274027,97275416,"ENSSSAG00000116120"
5,51992224,52150038,"ENSSSAG00000037948"
10,97274399,97275416,"ENSSSAG00000092578"
10,97418439,97429530,"ENSSSAG00000118237"
10,97435206,97437565,"ENSSSAG00000099406"
10,97437880,97440336,"ENSSSAG00000103446"
10,97553154,97582189,"ENSSSAG00000120217"
10,98875969,98877608,"ENSSSAG00000095294"
10,98897504,98932404,"ENSSSAG00000108764"
10,98912540,98913300,"ENSSSAG00000107788"
10,98913306,98914583,"ENSSSAG00000122291"
10,99011882,99017671,"ENSSSAG00000097132"
10,99029429,99044085,"ENSSSAG00000089867"
10,99044192,99046154,"ENSSSAG00000088863"
10,99398529,99400931,"ENSSSAG00000103974"
26,41701994,41846226,"ENSSSAG00000082935"
10,99401424,99405170,"ENSSSAG00000116195"
10,100448071,100467435,"ENSSSAG00000092509"
10,100538471,100545878,"ENSSSAG00000106314"
10,100766311,101231661,"ENSSSAG00000112450"
10,100945368,101232085,"ENSSSAG00000106225"
6,61305338,61309991,"ENSSSAG00000080583"
10,101046757,101086414,"ENSSSAG00000118356"
10,92538662,92541766,"ENSSSAG00000114212"
10,92253910,92255993,"ENSSSAG00000087314"
10,92373296,92389557,"ENSSSAG00000089642"
10,94527692,94530602,"ENSSSAG00000109537"
10,95774509,95806001,"ENSSSAG00000084679"
1,66463324,66468027,"ENSSSAG00000106066"
10,98143877,98287462,"ENSSSAG00000120476"
1,60691660,60699368,"ENSSSAG00000118755"
3,51509254,51531819,"ENSSSAG00000001787"
10,99778536,99784227,"ENSSSAG00000091103"
1,62994492,63003904,"ENSSSAG00000096800"
14,53831191,53849654,"ENSSSAG00000078182"
10,100680660,100873371,"ENSSSAG00000109986"
3,51552188,51568114,"ENSSSAG00000001839"
15,66792658,66800059,"ENSSSAG00000085560"
1,63059042,63162494,"ENSSSAG00000075458"
10,99386934,99387056,"ENSSSAG00000102096"
10,99386030,99386158,"ENSSSAG00000099683"
1,51656983,51734634,"ENSSSAG00000006922"
10,99388541,99388671,"ENSSSAG00000122265"
10,99383375,99383504,"ENSSSAG00000108445"
10,96976529,96976587,"ENSSSAG00000092440"
14,53849608,53867200,"ENSSSAG00000078179"
15,67036644,67063349,"ENSSSAG00000113681"
10,99032206,99032278,"ENSSSAG00000088926"
10,93873549,93873613,"ENSSSAG00000115882"
10,96751361,96751420,"ENSSSAG00000096511"
10,96751661,96751725,"ENSSSAG00000117590"
14,50405012,50425026,"ENSSSAG00000005903"
10,91149671,91149737,"ENSSSAG00000098029"
10,94970315,94977145,"ENSSSAG00000102674"
5,52074601,52081670,"ENSSSAG00000109771"
14,85110739,85116539,"ENSSSAG00000057888"
14,69408721,69482142,"ENSSSAG00000006726"
9,125872692,125874183,"ENSSSAG00000112752"
5,54254783,54286210,"ENSSSAG00000112303"
5,53837021,53867832,"ENSSSAG00000039533"
3,51568538,51587879,"ENSSSAG00000001843"
21,41378881,41391885,"ENSSSAG00000079692"
9,125908682,125909318,"ENSSSAG00000066579"
10,92297786,92301119,"ENSSSAG00000081800"
14,50427163,50527542,"ENSSSAG00000052122"
15,88521665,88567409,"ENSSSAG00000064907"
9,125917380,125919324,"ENSSSAG00000066587"
5,53909571,53926684,"ENSSSAG00000114956"
21,41389942,41422600,"ENSSSAG00000079696"
1,51737492,51768425,"ENSSSAG00000006986"
9,125924296,125925228,"ENSSSAG00000066594"
14,50536323,50765705,"ENSSSAG00000099904"
5,53917261,53955522,"ENSSSAG00000039686"
1,51806008,51823052,"ENSSSAG00000006993"
1,63163424,63176582,"ENSSSAG00000075627"
6,65474656,65502263,"ENSSSAG00000074060"
9,125962117,125967467,"ENSSSAG00000100872"
3,51624814,51658698,"ENSSSAG00000001899"
5,53918423,53919718,"ENSSSAG00000010394"
9,121964722,121970534,"ENSSSAG00000044497"
1,63199186,63210291,"ENSSSAG00000075633"
1,59459895,59469991,"ENSSSAG00000002025"
7,39301091,39322436,"ENSSSAG00000098080"
5,53959362,54026213,"ENSSSAG00000041522"
1,58691881,58710443,"ENSSSAG00000069017"
14,85133124,85154802,"ENSSSAG00000058134"
1,63294255,63306608,"ENSSSAG00000075635"
5,35260364,35278282,"ENSSSAG00000054299"
14,5336728,5351987,"ENSSSAG00000070030"
1,56498850,56507597,"ENSSSAG00000055884"
21,41427632,41494139,"ENSSSAG00000079752"
5,57751050,57754007,"ENSSSAG00000005083"
7,39323061,39329608,"ENSSSAG00000057285"
9,126031748,126034141,"ENSSSAG00000116861"
5,57753069,57763612,"ENSSSAG00000005090"
1,56595787,56597184,"ENSSSAG00000055889"
14,85119797,85133131,"ENSSSAG00000047545"
9,126039575,126052547,"ENSSSAG00000081848"
9,126071195,126073116,"ENSSSAG00000066615"
7,61933821,61940298,"ENSSSAG00000085325"
1,63335267,63450618,"ENSSSAG00000119752"
9,121621286,121625230,"ENSSSAG00000040425"
7,63255680,63335827,"ENSSSAG00000092658"
1,57397015,57399741,"ENSSSAG00000062565"
11,43954375,43973410,"ENSSSAG00000108375"
1,63398475,63769475,"ENSSSAG00000075648"
9,121528187,121561424,"ENSSSAG00000047290"
18,67668207,67687264,"ENSSSAG00000041835"
7,39333275,39343224,"ENSSSAG00000057322"
1,59211882,59255338,"ENSSSAG00000001960"
11,47533783,47573009,"ENSSSAG00000010002"
26,15366576,15373134,"ENSSSAG00000066578"
14,27490107,27504288,"ENSSSAG00000079414"
1,59277220,59278395,"ENSSSAG00000001970"
10,88269771,88272916,"ENSSSAG00000100071"
25,48968458,49016151,"ENSSSAG00000009221"
22,29993562,30006149,"ENSSSAG00000070446"
18,64062840,64131689,"ENSSSAG00000040285"
1,58717956,58833905,"ENSSSAG00000069079"
25,41005980,41237918,"ENSSSAG00000079012"
3,23217301,23228941,"ENSSSAG00000079688"
10,88264776,88269965,"ENSSSAG00000066887"
3,23218730,23220775,"ENSSSAG00000095113"
5,57766563,57772524,"ENSSSAG00000005124"
26,15373483,15376481,"ENSSSAG00000088047"
14,85156270,85156967,"ENSSSAG00000058158"
3,23230004,23233147,"ENSSSAG00000079695"
17,53563188,53581489,"ENSSSAG00000119001"
11,47539824,47541893,"ENSSSAG00000040107"
20,48230502,48236496,"ENSSSAG00000105705"
17,55274026,55275271,"ENSSSAG00000074186"
20,41603343,41604735,"ENSSSAG00000075606"
22,30036140,30061359,"ENSSSAG00000115026"
14,69485934,69521626,"ENSSSAG00000007064"
15,86295205,86312719,"ENSSSAG00000065749"
14,81161611,81175385,"ENSSSAG00000102250"
11,47251161,47276031,"ENSSSAG00000094543"
3,23232755,23250714,"ENSSSAG00000079698"
1,58892869,59070943,"ENSSSAG00000000766"
22,30095224,30098285,"ENSSSAG00000117657"
14,81178675,81224226,"ENSSSAG00000046861"
10,84624095,84635583,"ENSSSAG00000046473"
20,41643151,41722843,"ENSSSAG00000083972"
22,30103251,30133053,"ENSSSAG00000096180"
4,51005687,51007654,"ENSSSAG00000121230"
17,54209607,54215201,"ENSSSAG00000073585"
22,30141579,30301548,"ENSSSAG00000070457"
14,5357015,5380610,"ENSSSAG00000071034"
17,55277946,55284629,"ENSSSAG00000074188"
4,51013866,51045369,"ENSSSAG00000056954"
15,87955968,87967383,"ENSSSAG00000044813"
9,86257740,86307647,"ENSSSAG00000112168"
20,41736978,41745279,"ENSSSAG00000075610"
17,57586623,57595274,"ENSSSAG00000066553"
7,26722419,26742424,"ENSSSAG00000072208"
5,59322238,59340083,"ENSSSAG00000009992"
1,167217775,167239151,"ENSSSAG00000115248"
14,5382241,5391744,"ENSSSAG00000105940"
1,167268001,167293209,"ENSSSAG00000078522"
3,51654717,51671114,"ENSSSAG00000002044"
9,19429655,19454079,"ENSSSAG00000005006"
17,54299951,54321824,"ENSSSAG00000074010"
5,35277353,35289723,"ENSSSAG00000086637"
9,84209546,84233395,"ENSSSAG00000093204"
1,167361016,167364396,"ENSSSAG00000120074"
6,47608962,47666697,"ENSSSAG00000007590"
18,55099129,55212526,"ENSSSAG00000060413"
5,34718518,34741323,"ENSSSAG00000039375"
15,87957914,88235082,"ENSSSAG00000056533"
17,54292749,54297796,"ENSSSAG00000074009"
7,26751558,26824703,"ENSSSAG00000072194"
6,45726965,45736124,"ENSSSAG00000046535"
17,57382538,57386049,"ENSSSAG00000066045"
1,167366657,167368207,"ENSSSAG00000078526"
15,45220037,45221589,"ENSSSAG00000065681"
20,41752664,41759982,"ENSSSAG00000075615"
5,34742716,34746097,"ENSSSAG00000039435"
7,26763578,26771794,"ENSSSAG00000072205"
3,51675149,51679748,"ENSSSAG00000086169"
7,26765495,26766906,"ENSSSAG00000097548"
17,52781523,52808636,"ENSSSAG00000101591"
14,5426690,5448711,"ENSSSAG00000071064"
6,40099371,40115378,"ENSSSAG00000121715"
1,167399939,167480842,"ENSSSAG00000078539"
17,57560371,57574869,"ENSSSAG00000066543"
20,41760381,41764458,"ENSSSAG00000045429"
7,29468190,29491665,"ENSSSAG00000067582"
20,41793884,41795331,"ENSSSAG00000045457"
6,40113982,40140830,"ENSSSAG00000007347"
3,53579743,53600283,"ENSSSAG00000042439"
20,41169084,41196142,"ENSSSAG00000075034"
14,64349823,64359728,"ENSSSAG00000040874"
14,64240580,64246050,"ENSSSAG00000039318"
13,80731237,80734405,"ENSSSAG00000077087"
19,6494239,6615776,"ENSSSAG00000069923"
11,47272952,47278393,"ENSSSAG00000104282"
14,81231247,81234609,"ENSSSAG00000104635"
9,156383473,156411940,"ENSSSAG00000052663"
10,49557055,49600422,"ENSSSAG00000053150"
23,24353890,24363338,"ENSSSAG00000068412"
26,16770841,16815366,"ENSSSAG00000070510"
14,81235917,81319251,"ENSSSAG00000046960"
11,47282912,47356247,"ENSSSAG00000113698"
14,84417563,84445107,"ENSSSAG00000046988"
1,85873240,85874885,"ENSSSAG00000071915"
26,15377325,15403743,"ENSSSAG00000066659"
11,47779941,47800783,"ENSSSAG00000010227"
15,3132044,3181755,"ENSSSAG00000042618"
14,64247250,64270435,"ENSSSAG00000039396"
9,156756083,156791551,"ENSSSAG00000095450"
17,51170182,51171203,"ENSSSAG00000070186"
5,58516901,58525039,"ENSSSAG00000007048"
15,9956224,9964580,"ENSSSAG00000111503"
13,80754408,80759127,"ENSSSAG00000118147"
23,24373151,24433147,"ENSSSAG00000068425"
15,45309832,45343073,"ENSSSAG00000112455"
1,85874836,85886847,"ENSSSAG00000071919"
19,6879497,7104722,"ENSSSAG00000112854"
15,8272600,8519578,"ENSSSAG00000106536"
15,45426960,45591615,"ENSSSAG00000065724"
17,54215475,54222362,"ENSSSAG00000073587"
1,85885886,85913342,"ENSSSAG00000119742"
6,40146952,40159352,"ENSSSAG00000007379"
19,6828583,6880315,"ENSSSAG00000069928"
5,58519399,58524699,"ENSSSAG00000007055"
17,54909575,54911570,"ENSSSAG00000100805"
10,46448331,46468692,"ENSSSAG00000045503"
1,85897840,85900524,"ENSSSAG00000071927"
15,8447889,8449128,"ENSSSAG00000114987"
17,54862072,54873071,"ENSSSAG00000095575"
13,80920530,80998640,"ENSSSAG00000077132"
15,1051378,1062472,"ENSSSAG00000120408"
19,6883720,6996790,"ENSSSAG00000073216"
17,54240861,54259169,"ENSSSAG00000073927"
15,1062376,1074424,"ENSSSAG00000045401"
5,58237331,58243130,"ENSSSAG00000073967"
19,7312504,7348440,"ENSSSAG00000103748"
1,88706167,88709594,"ENSSSAG00000004748"
15,1079590,1083556,"ENSSSAG00000096374"
9,19452336,19471854,"ENSSSAG00000005145"
14,86054070,86099512,"ENSSSAG00000046228"
5,58245039,58267598,"ENSSSAG00000005857"
14,87219990,87236071,"ENSSSAG00000117399"
15,45517554,45526074,"ENSSSAG00000108503"
13,38463526,38508497,"ENSSSAG00000111302"
15,1437395,1745797,"ENSSSAG00000045631"
6,40282609,40294775,"ENSSSAG00000119482"
14,84459253,84493995,"ENSSSAG00000094782"
1,88709693,88866354,"ENSSSAG00000004762"
9,154017387,154024395,"ENSSSAG00000046504"
19,7309716,7325610,"ENSSSAG00000103001"
13,35272711,35284169,"ENSSSAG00000074828"
5,34746421,34750939,"ENSSSAG00000040100"
6,40287119,40289454,"ENSSSAG00000009881"
15,45544095,45558457,"ENSSSAG00000039505"
14,91843835,91884808,"ENSSSAG00000080525"
6,40289901,40292087,"ENSSSAG00000009887"
14,64262241,64295641,"ENSSSAG00000077314"
5,36927898,36928255,"ENSSSAG00000078501"
15,45561674,45581545,"ENSSSAG00000039564"
9,154024369,154029967,"ENSSSAG00000092787"
9,36404686,36563893,"ENSSSAG00000003309"
19,7317290,7320213,"ENSSSAG00000120075"
6,46707835,46715613,"ENSSSAG00000002181"
5,34600781,34604639,"ENSSSAG00000064871"
13,35284117,35287443,"ENSSSAG00000074820"
15,45589958,45614314,"ENSSSAG00000039619"
6,46718409,46728295,"ENSSSAG00000002213"
9,154037830,154107494,"ENSSSAG00000046419"
13,35743888,35792170,"ENSSSAG00000064730"
14,22832714,22894637,"ENSSSAG00000045765"
5,58272333,58285450,"ENSSSAG00000005949"
14,64294161,64302719,"ENSSSAG00000040389"
9,154167385,154168629,"ENSSSAG00000053736"
15,45622165,45637492,"ENSSSAG00000098943"
19,7340488,7511845,"ENSSSAG00000006222"
6,50058626,50064795,"ENSSSAG00000106442"
14,5475599,5517357,"ENSSSAG00000071116"
19,7569902,7572108,"ENSSSAG00000113057"
15,45635519,45691830,"ENSSSAG00000040050"
5,31888845,31965398,"ENSSSAG00000116123"
3,16524961,16579085,"ENSSSAG00000003222"
13,35821548,35828931,"ENSSSAG00000108976"
9,154174249,154368205,"ENSSSAG00000091762"
1,53428662,53497933,"ENSSSAG00000093236"
6,41375160,41407085,"ENSSSAG00000041201"
13,35815246,35823403,"ENSSSAG00000064693"
23,29780273,29827256,"ENSSSAG00000060607"
15,45653939,45797559,"ENSSSAG00000040094"
5,34634657,34656949,"ENSSSAG00000064932"
17,23553067,23554658,"ENSSSAG00000079224"
3,16547103,16578101,"ENSSSAG00000003316"
14,84481877,84510123,"ENSSSAG00000047882"
17,23555635,23563502,"ENSSSAG00000098158"
19,7776236,7806898,"ENSSSAG00000082210"
11,23587914,23640094,"ENSSSAG00000052802"
13,35828851,35831217,"ENSSSAG00000064653"
14,8885996,8964282,"ENSSSAG00000087564"
16,71624742,71661679,"ENSSSAG00000066645"
17,23579311,23579669,"ENSSSAG00000082704"
19,18457933,18795420,"ENSSSAG00000050856"
11,23674728,23820874,"ENSSSAG00000041786"
13,35864000,35884552,"ENSSSAG00000093684"
1,58943611,58951245,"ENSSSAG00000069088"
16,71632631,71634672,"ENSSSAG00000017255"
10,46471984,46479237,"ENSSSAG00000045689"
26,15398282,15401839,"ENSSSAG00000066740"
17,23590640,23596010,"ENSSSAG00000100648"
14,39462169,39466555,"ENSSSAG00000119479"
14,39536276,39663514,"ENSSSAG00000004449"
25,28094460,28101781,"ENSSSAG00000079881"
16,71647202,71688347,"ENSSSAG00000094502"
21,31096792,31107051,"ENSSSAG00000065719"
17,23607312,23638985,"ENSSSAG00000079209"
1,149703633,149771040,"ENSSSAG00000080283"
1,59069659,59102757,"ENSSSAG00000001804"
16,71653852,71687701,"ENSSSAG00000066641"
10,46480514,46490810,"ENSSSAG00000045721"
9,19475784,19489345,"ENSSSAG00000105266"
13,80986392,80997828,"ENSSSAG00000099996"
14,8895360,8940607,"ENSSSAG00000065060"
25,41087269,41107034,"ENSSSAG00000095557"
25,41194560,41196628,"ENSSSAG00000098461"
13,35833379,35864105,"ENSSSAG00000055543"
9,19487182,19594007,"ENSSSAG00000005175"
1,59125780,59172380,"ENSSSAG00000075965"
25,41265812,41266767,"ENSSSAG00000084846"
13,81008922,81016957,"ENSSSAG00000117445"
18,1831282,1853209,"ENSSSAG00000048458"
15,29915553,29918063,"ENSSSAG00000040872"
25,41284718,41286001,"ENSSSAG00000079936"
18,55164256,55221038,"ENSSSAG00000087227"
16,71665615,71668507,"ENSSSAG00000088381"
3,11072491,11310440,"ENSSSAG00000005192"
25,41320738,41390424,"ENSSSAG00000079999"
26,41873671,41995758,"ENSSSAG00000120941"
1,34637962,34648736,"ENSSSAG00000004406"
13,81008931,81040405,"ENSSSAG00000107536"
16,71695441,71699338,"ENSSSAG00000066649"
15,27507665,27678095,"ENSSSAG00000063387"
1,34462343,34496574,"ENSSSAG00000093417"
4,54307635,54314094,"ENSSSAG00000120300"
13,81045321,81046058,"ENSSSAG00000077211"
5,29600370,29654938,"ENSSSAG00000076038"
26,17528717,17544656,"ENSSSAG00000071423"
1,34477235,34478664,"ENSSSAG00000002097"
17,23623079,23624532,"ENSSSAG00000119706"
26,17579938,17582160,"ENSSSAG00000071438"
21,36387783,36392241,"ENSSSAG00000048250"
26,17586691,17625354,"ENSSSAG00000071443"
17,23640925,23671331,"ENSSSAG00000105598"
21,16174701,16181771,"ENSSSAG00000054778"
3,15341339,15436392,"ENSSSAG00000077260"
21,36392735,36419733,"ENSSSAG00000048286"
14,33202290,33205668,"ENSSSAG00000100121"
17,23654725,23703304,"ENSSSAG00000116327"
20,41188201,41195420,"ENSSSAG00000107080"
1,91344905,91348307,"ENSSSAG00000110654"
1,149696539,149702133,"ENSSSAG00000080258"
20,41198368,41206781,"ENSSSAG00000118794"
14,40070729,40093127,"ENSSSAG00000113419"
1,91364088,91374814,"ENSSSAG00000042751"
26,17613432,17619739,"ENSSSAG00000110614"
20,41213146,41216529,"ENSSSAG00000118118"
17,27861936,27931567,"ENSSSAG00000087456"
10,51156009,51157679,"ENSSSAG00000041972"
14,35422049,35474117,"ENSSSAG00000048795"
26,17626013,17627087,"ENSSSAG00000071457"
17,27861986,27863778,"ENSSSAG00000093707"
23,24434422,24452753,"ENSSSAG00000068531"
17,23746763,23748103,"ENSSSAG00000051702"
26,17632257,17642420,"ENSSSAG00000108659"
9,14282373,14364464,"ENSSSAG00000007814"
25,21495642,21497330,"ENSSSAG00000084817"
26,17643657,17738879,"ENSSSAG00000071469"
20,41219911,41228429,"ENSSSAG00000075051"
25,21492333,21495581,"ENSSSAG00000107295"
26,10487527,10498045,"ENSSSAG00000042508"
2,30739277,30759785,"ENSSSAG00000068819"
17,23752351,23768134,"ENSSSAG00000090575"
26,41990289,41997219,"ENSSSAG00000113550"
22,30175412,30177389,"ENSSSAG00000037658"
25,21502472,21506674,"ENSSSAG00000058477"
3,61465878,61499665,"ENSSSAG00000004957"
9,121553906,121564238,"ENSSSAG00000102593"
13,81049864,81065627,"ENSSSAG00000077225"
15,98177003,98177680,"ENSSSAG00000117685"
25,21508208,21510662,"ENSSSAG00000087743"
3,15436613,15443827,"ENSSSAG00000085555"
15,98206419,98207627,"ENSSSAG00000073435"
18,55225302,55402669,"ENSSSAG00000061144"
25,20530250,20546968,"ENSSSAG00000089906"
22,25305864,25533342,"ENSSSAG00000106440"
16,71701120,71741268,"ENSSSAG00000066692"
15,98219433,98239208,"ENSSSAG00000073437"
9,121577977,121586407,"ENSSSAG00000111438"
22,25344636,25519548,"ENSSSAG00000072458"
9,121588165,121589994,"ENSSSAG00000040313"
9,121602165,121606076,"ENSSSAG00000040326"
5,75300242,75308936,"ENSSSAG00000005257"
26,49193997,49268862,"ENSSSAG00000009806"
15,98258401,98270329,"ENSSSAG00000109446"
14,64303534,64309189,"ENSSSAG00000040686"
9,121625643,121642559,"ENSSSAG00000040434"
5,77109414,77128612,"ENSSSAG00000051436"
4,54315195,54325568,"ENSSSAG00000071298"
14,64304883,64330023,"ENSSSAG00000040701"
19,18715026,18795399,"ENSSSAG00000096611"
17,23768203,23821393,"ENSSSAG00000051732"
1,149773068,149800921,"ENSSSAG00000076069"
13,85000311,85023801,"ENSSSAG00000008163"
16,80626293,80640124,"ENSSSAG00000008490"
15,98260817,98322523,"ENSSSAG00000073509"
9,121643942,121649743,"ENSSSAG00000040484"
19,10716279,10733410,"ENSSSAG00000078903"
14,64331687,64338464,"ENSSSAG00000040723"
26,49324180,49355213,"ENSSSAG00000106909"
21,19632790,19687700,"ENSSSAG00000076434"
25,27394829,27470886,"ENSSSAG00000064627"
24,9967755,9985399,"ENSSSAG00000074523"
1,37517926,37536950,"ENSSSAG00000071642"
10,46489343,46523852,"ENSSSAG00000046270"
10,51349340,51354871,"ENSSSAG00000094552"
10,59790303,59791376,"ENSSSAG00000106925"
19,10733154,10746734,"ENSSSAG00000078910"
14,64360132,64410626,"ENSSSAG00000106198"
5,77118226,77125658,"ENSSSAG00000081946"
10,54219003,54223419,"ENSSSAG00000085748"
2,32977997,32997673,"ENSSSAG00000058218"
5,77128599,77285290,"ENSSSAG00000048733"
14,64459783,64462906,"ENSSSAG00000041842"
10,50562677,50569556,"ENSSSAG00000103722"
3,15441576,15451226,"ENSSSAG00000077470"
10,50725589,50884047,"ENSSSAG00000119434"
15,98327336,98430692,"ENSSSAG00000073571"
26,49355720,49647812,"ENSSSAG00000096217"
10,50896900,50902131,"ENSSSAG00000040848"
19,12553680,12574411,"ENSSSAG00000067624"
10,46496176,46498325,"ENSSSAG00000046307"
10,50906345,50907985,"ENSSSAG00000091424"
10,50910724,50912127,"ENSSSAG00000115694"
5,77145686,77289331,"ENSSSAG00000044821"
10,51426279,51429297,"ENSSSAG00000102304"
10,46522806,46524714,"ENSSSAG00000095271"
10,51647351,51649797,"ENSSSAG00000089440"
10,51918405,51922393,"ENSSSAG00000111064"
25,27471160,27568619,"ENSSSAG00000064668"
3,15450945,15467394,"ENSSSAG00000077507"
10,51923685,51924738,"ENSSSAG00000099991"
1,96736129,96736878,"ENSSSAG00000001190"
10,52399480,52402840,"ENSSSAG00000098857"
10,54577951,54581120,"ENSSSAG00000082653"
10,54698484,54705425,"ENSSSAG00000121099"
1,92005378,92005614,"ENSSSAG00000088774"
14,64461734,64475306,"ENSSSAG00000041924"
10,56234804,56236035,"ENSSSAG00000119467"
10,56236371,56237689,"ENSSSAG00000097120"
10,56238266,56239239,"ENSSSAG00000100164"
10,56247839,56250203,"ENSSSAG00000098320"
10,56692966,56700628,"ENSSSAG00000091363"
1,91484755,91486796,"ENSSSAG00000087884"
14,35430799,35582923,"ENSSSAG00000101962"
10,40223626,40224603,"ENSSSAG00000010363"
10,57593446,57594915,"ENSSSAG00000118037"
10,57599298,57600507,"ENSSSAG00000113421"
10,57984779,57990161,"ENSSSAG00000082205"
10,57990162,57995387,"ENSSSAG00000107586"
1,91192796,91194737,"ENSSSAG00000104141"
1,91202456,91203743,"ENSSSAG00000084839"
14,35527325,35578646,"ENSSSAG00000087617"
10,58543835,58548063,"ENSSSAG00000091779"
10,50562375,50570952,"ENSSSAG00000083171"
1,92255922,92258952,"ENSSSAG00000095940"
1,92465351,92468487,"ENSSSAG00000082757"
19,12549996,12554679,"ENSSSAG00000110660"
1,94014532,94029260,"ENSSSAG00000114856"
10,50744800,50747305,"ENSSSAG00000121546"
1,94230404,94233536,"ENSSSAG00000103875"
1,94645023,94651664,"ENSSSAG00000115439"
10,50824113,50850902,"ENSSSAG00000088617"
19,12573112,12575726,"ENSSSAG00000103200"
1,95635115,95668151,"ENSSSAG00000100400"
14,34844236,34864118,"ENSSSAG00000023545"
1,95676468,95679724,"ENSSSAG00000110075"
1,95681232,95686449,"ENSSSAG00000113594"
1,95791625,95792217,"ENSSSAG00000086765"
1,97693328,97694264,"ENSSSAG00000082624"
10,50909780,50913823,"ENSSSAG00000119786"
1,97764081,97776368,"ENSSSAG00000098891"
10,53589957,53593165,"ENSSSAG00000083638"
1,97875083,97877072,"ENSSSAG00000099669"
1,97877824,97879449,"ENSSSAG00000113044"
1,98553793,98554572,"ENSSSAG00000105086"
1,98577265,98578952,"ENSSSAG00000112475"
10,53968126,53969406,"ENSSSAG00000113471"
1,98774135,98779447,"ENSSSAG00000096421"
1,98774135,98779447,"ENSSSAG00000101188"
10,56718133,56724629,"ENSSSAG00000117170"
1,98782783,98784525,"ENSSSAG00000092998"
6,69743894,69747981,"ENSSSAG00000039438"
1,98898802,98902224,"ENSSSAG00000086435"
1,98910065,98915550,"ENSSSAG00000104320"
1,99770453,99772559,"ENSSSAG00000094537"
10,57593019,57601174,"ENSSSAG00000094903"
1,100275384,100276243,"ENSSSAG00000099144"
19,12578533,12596837,"ENSSSAG00000045541"
1,100279775,100289521,"ENSSSAG00000087237"
10,59310825,59376993,"ENSSSAG00000088822"
1,100615693,100632108,"ENSSSAG00000112545"
1,91189268,91213271,"ENSSSAG00000087208"
1,91571026,91594457,"ENSSSAG00000082851"
10,59332657,59367892,"ENSSSAG00000115478"
14,35630456,35632160,"ENSSSAG00000050781"
10,59343497,59359490,"ENSSSAG00000100776"
6,69238976,69324154,"ENSSSAG00000052938"
10,53947215,53949113,"ENSSSAG00000103868"
14,84512407,84654907,"ENSSSAG00000053010"
